mean,median,lower,upper,t,date,variable,predictive_lower,predictive_upper
2.9137136695518024e7,2.9104654668865465e7,2.7641636882551394e7,3.0793789114824772e7,40,2022-07-10,Wastewater,9.148049781958064e6,6.046381446340502e7
2.8762007610052038e7,2.874379178879594e7,2.7379464219515815e7,3.0232506609941382e7,41,2022-07-11,Wastewater,9.119303404508546e6,5.963822620217536e7
2.8272580885058008e7,2.8263082440326862e7,2.6950644392278828e7,2.9651769848155975e7,42,2022-07-12,Wastewater,8.894477174029212e6,5.866092241842586e7
2.7691048951839823e7,2.7681891100629628e7,2.6399529276349444e7,2.9041698333929535e7,43,2022-07-13,Wastewater,8.646809481417624e6,5.757244500910348e7
2.704401214840586e7,2.7032388545771666e7,2.5772321715947736e7,2.8381607522231407e7,44,2022-07-14,Wastewater,8.571621829636002e6,5.620216442542673e7
2.6359215493665967e7,2.6346075237586156e7,2.5115604255813383e7,2.7671270981067337e7,45,2022-07-15,Wastewater,8.397008011994679e6,5.4936070939002395e7
2.5669242871427413e7,2.5652355670483876e7,2.445504495639758e7,2.6962516652039904e7,46,2022-07-16,Wastewater,8.05006982477073e6,5.348078607340989e7
2.4981238282398514e7,2.4963327122434314e7,2.3803599603037547e7,2.6247586824815467e7,47,2022-07-17,Wastewater,7.844923365707426e6,5.1781360269824125e7
2.429449433552922e7,2.4274798572074905e7,2.3155698238477115e7,2.5531580296068e7,48,2022-07-18,Wastewater,7.702974860824067e6,5.041954195642604e7
2.3612147547852445e7,2.3593230955440596e7,2.251715397079583e7,2.4804028960557483e7,49,2022-07-19,Wastewater,7.379166149232094e6,4.877555565758769e7
2.2929616494010326e7,2.291317874533699e7,2.1875263757915135e7,2.4074567966471527e7,50,2022-07-20,Wastewater,7.217273639760487e6,4.751979348515876e7
2.225122634215955e7,2.2236757170090877e7,2.1234274196624883e7,2.334798132796609e7,51,2022-07-21,Wastewater,7.03755728899094e6,4.636801882649984e7
2.1564014829103526e7,2.1551681607325032e7,2.0586613844595585e7,2.2612949117324334e7,52,2022-07-22,Wastewater,6.741448358573331e6,4.4816486943356514e7
2.086052920563948e7,2.0850226702981845e7,1.9925725088019416e7,2.1859373704670843e7,53,2022-07-23,Wastewater,6.564714260031376e6,4.331431786740838e7
2.0141723546021394e7,2.0130749283003826e7,1.9243491817088466e7,2.110091465712116e7,54,2022-07-24,Wastewater,6.341118885765924e6,4.165895138429873e7
1.9407102802275155e7,1.939847277792724e7,1.8546684097707223e7,2.0321542554954007e7,55,2022-07-25,Wastewater,6.167278239392244e6,4.0308607881805725e7
1.866553233352641e7,1.865665302078881e7,1.7840351775886033e7,1.9541550389848907e7,56,2022-07-26,Wastewater,5.919684919608053e6,3.867246644483473e7
1.7916654216309525e7,1.7908531408052333e7,1.712696882698859e7,1.875411490819326e7,57,2022-07-27,Wastewater,5.622161421821453e6,3.71097498098062e7
