"sigRho","sigR","kc","kw","did_accept","loglik"
0.0119577062228103,0.03743524405127,141.320668757331,4.68936835002945e-06,NA,-1826.85475588931
0.0126173557589809,0.0347205763654232,171.427626568627,3.66961422523951e-06,1,-1824.53030708528
0.0125235543563033,0.041885477789132,204.167530204936,3.20780847045585e-06,1,-1823.96151105269
0.0108430239077148,0.0407861764290353,234.278122081825,4.44569794451369e-06,1,-1817.89051693077
0.0103740744741427,0.0432838272155995,281.345538198834,4.67319602199225e-06,1,-1815.35663918592
0.0104703722036816,0.0440797443939611,325.70642484673,4.02864181183657e-06,1,-1813.80678154146
0.00957953746488524,0.0325365085236821,272.345277021441,3.84526967996033e-06,0,-1815.98238369101
0.00846925313723561,0.0421448629780718,359.030764264168,3.19828017271781e-06,1,-1814.24387468887
0.00830650320579589,0.0427940628679798,366.024190226861,2.80542888718223e-06,0,-1816.95496672722
0.00557660371859351,0.0472689185383556,301.642948292865,3.32419483027197e-06,0,-1816.56720774133
0.00664030966774533,0.063531036473835,309.234661954619,3.77873136884268e-06,0,-1817.17842661364
0.0101538946873736,0.0424391622279227,381.202257452952,2.35479546714048e-06,0,-1819.63678030753
0.00783939798042373,0.0366744492510821,390.229243880163,3.02040844455981e-06,1,-1816.10177423461
0.00885031734044332,0.027003240644236,395.180585340847,3.41226663552117e-06,1,-1812.69994674201
0.00838224418180135,0.0283727905989068,352.354650382029,3.23741568004869e-06,0,-1815.46513169277
0.0107107592055195,0.0305597847223182,382.406904723142,3.9565920444106e-06,1,-1812.68898129187
0.0103411179080857,0.0244140813374488,348.231025351073,4.18343725288825e-06,1,-1813.0786847155
0.012656179363819,0.0165111780813641,334.125103539929,4.56112149150276e-06,0,-1816.44103112943
0.0112657858211379,0.0251261562640011,354.35615195291,4.70405120496708e-06,0,-1813.15484573408
0.0092787676451165,0.0332223202340265,343.584763723909,4.13015954694433e-06,1,-1811.64080264098
0.00903127644401197,0.0564060425833558,363.933482805244,4.90506760340717e-06,0,-1813.77151352062
0.0114433443509251,0.047370434605971,361.073549114201,4.13783333068463e-06,0,-1814.58347978377
0.00952948160312207,0.0515420119098737,312.217054523872,3.68249154293716e-06,0,-1816.11177420713
0.00970550596769184,0.0480690230313692,334.668191022434,4.16092075552946e-06,0,-1813.45988040872
0.00871831895645089,0.0383565432950172,393.436427608396,4.9998132245876e-06,1,-1812.23118271501
0.00823798506634492,0.0290865872567053,387.479115545878,4.42620593626331e-06,1,-1811.29699106413
0.00866007165864861,0.0184226530382821,394.475845897258,3.56610455867814e-06,0,-1812.93527643005
0.00697289867828236,0.0235127545901697,352.182897634131,3.48170946324911e-06,0,-1814.22288904782
0.00703915163345666,0.0280219712113873,382.765252802781,4.77054397398028e-06,1,-1811.85072373146
0.00935250655931054,0.0276027725414324,348.117849808238,3.86910636358486e-06,0,-1813.72161059401
0.00599588173601415,0.0107987378790291,381.526640577738,3.89647648433523e-06,0,-1827.64979499241
0.00539238240703009,0.0246743680563619,359.577215068419,5.26608022449064e-06,0,-1818.00254019178
0.00722050320191478,0.017962914987282,386.676910796139,3.43206542541152e-06,0,-1817.68805762202
0.00630558895760754,0.0102094656718997,381.654836267103,4.52630546615425e-06,0,-1840.96870353732
0.00672623725757361,0.0240047146273356,324.708047627393,5.01872419504085e-06,1,-1812.86062724738
0.00622587849110438,0.0252150494690835,303.384515199022,4.41861756036517e-06,1,-1814.04593688857
0.00760627303877615,0.0152703285480946,290.67983341816,3.52513875986165e-06,0,-1821.98570958083
0.00539603884202198,0.00643795088718032,301.313067578488,4.47536879096293e-06,0,-1894.07492817691
0.00692558540048167,0.0170211083652647,289.572834657907,5.45090774673389e-06,0,-1818.67151334645
0.00498748745497476,0.0312622772897255,260.590452693825,3.53445396414418e-06,0,-1815.27800157417
0.00628311792611733,0.0249965892186307,297.549339438163,3.30222177057227e-06,0,-1818.21233306019
0.00700473358582406,0.0229593698134581,349.538423009096,4.62196216609067e-06,1,-1813.1292309837
0.00789414199127363,0.0303123460430366,337.215312127138,4.925521687848e-06,1,-1813.38061185026
0.00804948923401177,0.0300554356946611,329.990155710169,4.34568491558751e-06,1,-1811.25760132631
0.00660302482648827,0.0191993872143205,314.143927367851,4.64852244718133e-06,0,-1816.30389777915
0.00833785038902829,0.017725858129827,316.615862736188,3.06525970718388e-06,0,-1819.61372229117
0.00786392206761885,0.0313295610054073,334.121813650855,3.24310184674353e-06,0,-1815.9864834471
0.00648720751462381,0.0359546852722993,306.835915348688,4.52139276103694e-06,0,-1814.17736962344
0.00810585187643557,0.0461643724957694,311.805381599686,4.31405982196582e-06,0,-1814.13537419676
0.00792160134365381,0.0227001476702913,319.165210319085,4.3740790227598e-06,0,-1813.94569685045
0.0100787773377682,0.0250123871975466,286.961173394233,4.721541165057e-06,0,-1815.37742891409
0.00992284117548726,0.0377914693446419,361.53418027579,4.43386723279088e-06,0,-1813.46910521401
0.00818710728820122,0.0379226824467171,337.292579769174,4.61983512273545e-06,1,-1813.84768399591
0.0104216117594605,0.0478458047262318,295.262321107306,4.5947316765187e-06,0,-1815.77271241773
0.00708853457579924,0.0426021595221981,340.634695154503,3.78347260930933e-06,1,-1812.80931258662
0.00636001457689284,0.0477759020537318,389.568179101611,3.48492829154985e-06,1,-1813.80569630477
0.0074238755050422,0.0488225777848151,363.831053240317,2.70240097124979e-06,0,-1818.4299443301
0.00757435767929892,0.0503130854637763,399.367222748778,2.62558908848086e-06,0,-1819.91452937904
0.00763477871103486,0.0553971405660982,389.496509036936,3.71361121261702e-06,0,-1816.70894240375
0.00579925203384448,0.0319337630100119,364.91791127377,3.19198197413138e-06,0,-1816.62612109406
0.00989093708580588,0.0293707583717754,396.413589865739,4.90228424568126e-06,1,-1813.37788263178
0.01062157609529,0.00842033018840656,393.990993102856,4.92254027623564e-06,0,-1844.3716607218
0.00874374170350878,0.0350488810468697,379.873460960473,3.49596321435049e-06,0,-1814.31159025892
0.00967434433597646,0.0322943855966795,361.898492475604,4.73384929803899e-06,1,-1812.69180299281
0.00996318101158211,0.0377964239494055,365.568470904878,4.62697975660547e-06,1,-1811.91584986929
0.00828299147616068,0.0508596143889294,367.437714005425,3.96979466437678e-06,0,-1815.66072778776
0.00980733397216271,0.0449741656699225,357.767356807004,4.89686982438739e-06,0,-1813.96689864937
0.00990252455297628,0.0433294618767774,346.600177642048,5.60839247369621e-06,0,-1812.7855317399
0.00807730480504666,0.0504451093369904,376.773812757296,4.33443862424513e-06,1,-1812.23105301826
0.00694931832568394,0.0686112512825392,375.043671887783,5.11413575968236e-06,0,-1816.61220275756
0.00997739887659724,0.0570238447247831,387.485808888772,3.95212788258754e-06,0,-1814.06131189687
0.00660496712680829,0.0568149254115485,374.841101459128,4.73233830387553e-06,1,-1814.58526906771
0.00309205232626986,0.0565338209322494,383.036421217258,4.91935398110629e-06,0,-1817.05189471414
0.00532845407091115,0.0512070901397386,397.520444772802,4.66384889377423e-06,1,-1813.278246319
0.00485293818338852,0.0572011737387364,386.756124273426,5.65074283424698e-06,0,-1819.42247271405
0.00638527291739435,0.0499889938938575,372.460084619916,3.96079430118751e-06,0,-1814.49350684331
0.00613878119166042,0.0339962670457761,386.272891626107,5.02429563101653e-06,1,-1813.10520877597
0.00715565155850201,0.0163272150211716,382.579082922301,5.59078410603355e-06,0,-1822.84011943262
0.00690377381455237,0.019841288264676,368.592019528747,5.55011705196185e-06,0,-1813.93794575103
0.00659207155794202,0.0373549447800206,370.520097423347,5.53705727245433e-06,0,-1814.77756720056
0.0046311993113296,0.0357349039128396,369.794753936352,6.1754273699032e-06,0,-1818.08450596754
0.00609060340003525,0.0376051349419006,337.498974449709,6.20450794079207e-06,0,-1813.66113913756
0.00389909500130444,0.0239075890453389,337.171020590766,5.03420349305953e-06,0,-1818.13835485965
0.00478268457974872,0.0354110273996159,348.063764418716,4.32690158066064e-06,1,-1813.19788397723
0.0055813292290438,0.0475724388282638,353.368881892555,4.55690847810009e-06,0,-1814.78167155338
0.00406116777112855,0.0243976300092662,334.391122791692,4.51826537434544e-06,1,-1811.82102956288
0.00392693454544577,0.0258273043435677,317.089441375355,4.7370777404944e-06,1,-1812.0978142105
0.00153632888916313,0.0308637313929735,321.423964238035,4.87570657103945e-06,0,-1812.80929274433
0.00391284769625553,0.021803654540053,269.999753484024,4.67102729576421e-06,0,-1822.09039468773
0.00296469554683459,0.0320934313225738,297.263692029295,5.28484029213341e-06,0,-1813.78211401096
0.00637367618853163,0.0208499258910743,242.373546365123,4.01766772703207e-06,0,-1816.4518059916
0.00400796566762104,0.00588063409685839,308.154008129647,5.09974105448995e-06,0,-1899.41964754051
0.00382761691777768,0.0264632225647109,368.952197328221,5.30692013552017e-06,0,-1815.28059578422
0.00405657318681358,0.0296459924924954,299.704932636024,4.65420362378457e-06,0,-1815.6657928269
0.00463090564979647,0.0257647641269523,333.295981219873,4.47390237152868e-06,0,-1814.3652205422
0.0032888600358544,0.0231140455294693,340.795219686306,4.57875692392555e-06,1,-1813.89778117704
0.00374393506108184,0.0310034541304485,312.875860725354,4.32217044802314e-06,1,-1813.19965120973
0.00199563033110817,0.0262824309943527,331.951693597857,3.88330385159241e-06,0,-1815.47977085898
0.00556112715710237,0.0106218558550895,284.430238607211,4.81481333629853e-06,0,-1829.93514201118
0.0041871887735674,0.0187270041233742,308.150607637499,5.0220127364164e-06,0,-1818.75270346925
0.0045368209994765,0.0400102260763945,336.416188988912,5.49376878921018e-06,0,-1815.7507303129
0.00567187102400842,0.0164484813935681,304.888408523327,4.09469347309323e-06,0,-1823.91089209258
0.00294749303064997,0.0405836850031815,350.654118758971,4.73451055301799e-06,0,-1816.38021640057
0.00569276550081593,0.0262027255846625,320.121529871059,4.30615001153547e-06,1,-1813.21647095146
