"sigRho","sigR","kc","kw"
0.0112522324786439,0.0419603731429526,163.697060825411,7.69795722283206e-06
0.0114434176126227,0.0444192840261946,151.222670438203,6.80209367562658e-06
0.0114434176126227,0.0444192840261946,151.222670438203,6.80209367562658e-06
0.0104126701716757,0.0369098828399106,132.974904365789,7.6391797550826e-06
0.0112360603326615,0.0311884753428868,156.809077071151,7.74254580783514e-06
0.0121385700296264,0.0325046620573495,148.687306475347,8.34696828343286e-06
0.0121385700296264,0.0325046620573495,148.687306475347,8.34696828343286e-06
0.0121385700296264,0.0325046620573495,148.687306475347,8.34696828343286e-06
0.0118352103688349,0.0387055709524997,154.542972939183,8.67821385951774e-06
0.0122275011261123,0.0390088825789117,181.960962649466,9.29284707662726e-06
0.0122275011261123,0.0390088825789117,181.960962649466,9.29284707662726e-06
0.0122275011261123,0.0390088825789117,181.960962649466,9.29284707662726e-06
0.0122275011261123,0.0390088825789117,181.960962649466,9.29284707662726e-06
0.0129962730619595,0.0414850575205222,156.425930681186,9.47902283235328e-06
0.0129962730619595,0.0414850575205222,156.425930681186,9.47902283235328e-06
0.0123191215242736,0.0320940796010305,148.232205423272,8.59211694582636e-06
0.0124270892534033,0.0362194999560005,135.891737601652,7.12511319181856e-06
0.0124988923897927,0.0327006379346772,147.693163820575,6.75941295254373e-06
0.0140207243317941,0.0403827828890667,166.932828150312,8.53977545608344e-06
0.0140207243317941,0.0403827828890667,166.932828150312,8.53977545608344e-06
0.0129737511951464,0.0304619582572708,172.33190096373,9.24451218088685e-06
0.0128431702234211,0.0262929295670162,181.097580655662,8.77257976811675e-06
0.0112117137469179,0.0222866943271739,158.225661996971,8.90417479070489e-06
0.0112117137469179,0.0222866943271739,158.225661996971,8.90417479070489e-06
0.012831000896946,0.0214240700686239,164.83098768661,8.24390508724052e-06
0.012831000896946,0.0214240700686239,164.83098768661,8.24390508724052e-06
0.0131381339468934,0.0245790633957901,189.965015507842,8.45424888427712e-06
0.0136001005622883,0.0246032818138599,175.995267889059,8.47573723421915e-06
0.0136001005622883,0.0246032818138599,175.995267889059,8.47573723421915e-06
0.0136001005622883,0.0246032818138599,175.995267889059,8.47573723421915e-06
0.0136001005622883,0.0246032818138599,175.995267889059,8.47573723421915e-06
0.0136001005622883,0.0246032818138599,175.995267889059,8.47573723421915e-06
0.0136001005622883,0.0246032818138599,175.995267889059,8.47573723421915e-06
0.0136001005622883,0.0246032818138599,175.995267889059,8.47573723421915e-06
0.0111451535271771,0.0291295944445616,139.265831951403,9.3684318429348e-06
0.0111451535271771,0.0291295944445616,139.265831951403,9.3684318429348e-06
0.0111451535271771,0.0291295944445616,139.265831951403,9.3684318429348e-06
0.0111451535271771,0.0291295944445616,139.265831951403,9.3684318429348e-06
0.0114320244147974,0.0369040740940978,146.503656943225,8.99343819396191e-06
0.0114320244147974,0.0369040740940978,146.503656943225,8.99343819396191e-06
0.011560867860912,0.0329259222213634,156.488432545381,9.1043266292668e-06
0.0106787786474213,0.0357308923978805,155.950253588966,9.43817238028947e-06
0.010756772038486,0.0402006180004711,128.366023092084,8.67191861597378e-06
0.0105567193004502,0.0461992720120694,140.580951144071,6.95329515783846e-06
0.0105567193004502,0.0461992720120694,140.580951144071,6.95329515783846e-06
0.0105567193004502,0.0461992720120694,140.580951144071,6.95329515783846e-06
0.0105567193004502,0.0461992720120694,140.580951144071,6.95329515783846e-06
0.0105567193004502,0.0461992720120694,140.580951144071,6.95329515783846e-06
0.0105567193004502,0.0461992720120694,140.580951144071,6.95329515783846e-06
0.0105567193004502,0.0461992720120694,140.580951144071,6.95329515783846e-06
0.0105567193004502,0.0461992720120694,140.580951144071,6.95329515783846e-06
0.0105567193004502,0.0461992720120694,140.580951144071,6.95329515783846e-06
0.00919503828280528,0.0409941455884637,97.582700811427,8.46012178079259e-06
0.0113856150225726,0.0397715122760208,93.2374310792011,7.68247920316536e-06
0.0113856150225726,0.0397715122760208,93.2374310792011,7.68247920316536e-06
0.0111653296791712,0.0434715919042609,100.059985254449,6.59865930925001e-06
