"sigRho","sigR","kc","kw"
0.0107696271972912,0.0397357102971891,180.04152285459,7.71953353270177e-06
0.0111123937370667,0.0364336351075459,174.379665352227,6.26549741309568e-06
0.0114645480362872,0.0360056404733598,178.408152885904,6.10906538446523e-06
0.0112418046209228,0.0230238522599189,184.57269334316,6.71016921973118e-06
0.0112418046209228,0.0230238522599189,184.57269334316,6.71016921973118e-06
0.0119370939402267,0.0248944134786011,219.687455188584,5.91517917030801e-06
0.0119370939402267,0.0248944134786011,219.687455188584,5.91517917030801e-06
0.00998954187520414,0.0224213807296388,237.642622838165,5.31837013949443e-06
0.00998954187520414,0.0224213807296388,237.642622838165,5.31837013949443e-06
0.01025481012353,0.029795659565784,270.488699458622,7.08014860895614e-06
0.00953212745464222,0.0345813489028259,270.396377986225,7.05220121635335e-06
0.00742562558496715,0.0408128881159032,270.123977245904,7.48179689662358e-06
0.00773038572041253,0.0390952969133482,302.25963449628,8.10590290252237e-06
0.00773038572041253,0.0390952969133482,302.25963449628,8.10590290252237e-06
0.00773038572041253,0.0390952969133482,302.25963449628,8.10590290252237e-06
0.0084132984694482,0.0341307746382548,286.125509576866,7.0192765566449e-06
0.0084132984694482,0.0341307746382548,286.125509576866,7.0192765566449e-06
0.0084132984694482,0.0341307746382548,286.125509576866,7.0192765566449e-06
0.00968958707935036,0.0347526393617557,293.496191337108,7.37008214102028e-06
0.0101724216891242,0.0309283445355979,288.78488762996,6.94218651838466e-06
0.0101724216891242,0.0309283445355979,288.78488762996,6.94218651838466e-06
0.0111093323335865,0.0274116770508499,239.135312262811,6.97532189306278e-06
0.0111093323335865,0.0274116770508499,239.135312262811,6.97532189306278e-06
0.0111444049593275,0.0297601041998622,256.33361163852,6.69391958446735e-06
0.0111444049593275,0.0297601041998622,256.33361163852,6.69391958446735e-06
0.011948271448251,0.0346495188255248,278.103010842086,6.81237423508478e-06
0.011948271448251,0.0346495188255248,278.103010842086,6.81237423508478e-06
0.011417712249383,0.0319028652619806,270.427224162081,7.55701310376799e-06
0.011417712249383,0.0319028652619806,270.427224162081,7.55701310376799e-06
0.011417712249383,0.0319028652619806,270.427224162081,7.55701310376799e-06
0.0116429089988753,0.0253748719015441,287.293824243536,7.67866368238715e-06
0.0116429089988753,0.0253748719015441,287.293824243536,7.67866368238715e-06
0.0116429089988753,0.0253748719015441,287.293824243536,7.67866368238715e-06
0.0116693760441876,0.0314613710097099,249.136756793038,7.66511539605256e-06
0.0124199498025809,0.039259637457166,246.766807799853,7.23205875319317e-06
