"date","nCases","nBorderCases","nLocalCases","nCasesMovingAverage"
2022-10-18,2924,0,2924,2333.14285714286
2022-10-19,2635,0,2635,2350.14285714286
2022-10-20,2433,0,2433,2334
2022-10-21,2197,0,2197,2260.71428571429
2022-10-22,1588,0,1588,2403.42857142857
2022-10-23,1638,0,1638,2538
2022-10-24,2410,0,2410,2643.42857142857
2022-10-25,3923,0,3923,2739.14285714286
2022-10-26,3577,0,3577,2818.28571428571
2022-10-27,3171,0,3171,2926.57142857143
2022-10-28,2867,0,2867,3133.14285714286
2022-10-29,2142,0,2142,3072
2022-10-30,2396,0,2396,3036.57142857143
2022-10-31,3856,0,3856,3033.28571428571
2022-11-01,3495,0,3495,3012.14285714286
2022-11-02,3329,0,3329,2980.85714285714
2022-11-03,3148,0,3148,2969
2022-11-04,2719,0,2719,2977
2022-11-05,1923,0,1923,2987.85714285714
2022-11-06,2313,0,2313,3012.85714285714
2022-11-07,3912,0,3912,3017.28571428571
2022-11-08,3571,0,3571,3025.42857142857
2022-11-09,3504,0,3504,3051.71428571429
2022-11-10,3179,0,3179,3080.71428571429
2022-11-11,2776,0,2776,3133.85714285714
2022-11-12,2107,0,2107,3173.14285714286
2022-11-13,2516,0,2516,3198.71428571429
2022-11-14,4284,0,4284,3155
2022-11-15,3846,0,3846,3377
2022-11-16,3683,0,3683,3415.42857142857
2022-11-17,2873,0,2873,3435.28571428571
2022-11-18,4330,0,4330,3503.85714285714
2022-11-19,2376,0,2376,3609.85714285714
2022-11-20,2655,0,2655,3698.42857142857
2022-11-21,4764,0,4764,3847.28571428571
2022-11-22,4588,0,4588,3735.28571428571
2022-11-23,4303,0,4303,3783.57142857143
2022-11-24,3915,0,3915,3865.57142857143
2022-11-25,3546,0,3546,4041.42857142857
2022-11-26,2714,0,2714,4229.85714285714
2022-11-27,3229,0,3229,4447.42857142857
2022-11-28,5995,0,5995,4604.42857142857
2022-11-29,5907,0,5907,4746.85714285714
2022-11-30,5826,0,5826,4832.14285714286
2022-12-01,5014,0,5014,4928.85714285714
2022-12-02,4543,0,4543,5142.85714285714
2022-12-03,3311,0,3311,5257.57142857143
2022-12-04,3906,0,3906,5327.28571428571
2022-12-05,7493,0,7493,5411.57142857143
2022-12-06,6710,0,6710,5527.28571428571
2022-12-07,6314,0,6314,5604
2022-12-08,5604,0,5604,5722.14285714286
2022-12-09,5353,0,5353,5857.85714285714
2022-12-10,3848,0,3848,5972.28571428571
2022-12-11,4733,0,4733,6082.28571428571
2022-12-12,8443,0,8443,6212.42857142857
2022-12-13,7511,0,7511,6207
2022-12-14,7084,0,7084,6203.85714285714
2022-12-15,6515,0,6515,6100.57142857143
2022-12-16,5315,0,5315,5870.85714285714
2022-12-17,3826,0,3826,5673.71428571429
2022-12-18,4010,0,4010,5424.28571428571
2022-12-19,6835,0,6835,5158.42857142857
2022-12-20,6131,0,6131,4977.71428571429
2022-12-21,5338,0,5338,4833.28571428571
2022-12-22,4654,0,4654,4569.57142857143
2022-12-23,4050,0,4050,4058.14285714286
2022-12-24,2815,0,2815,3702.42857142857
2022-12-25,2164,0,2164,3594
2022-12-26,3255,0,3255,3474.57142857143
2022-12-27,3641,0,3641,3369.14285714286
2022-12-28,4579,0,4579,3291
2022-12-29,3818,0,3818,3249
2022-12-30,3312,0,3312,3151.42857142857
2022-12-31,2268,0,2268,3072.57142857143
2023-01-01,1870,0,1870,3045.28571428571
2023-01-02,2572,0,2572,3012.14285714286
2023-01-03,3089,0,3089,3002.42857142857
2023-01-04,4388,0,4388,3013.71428571429
2023-01-05,3586,0,3586,3093.71428571429
2023-01-06,3244,0,3244,3303.14285714286
2023-01-07,2347,0,2347,3363.57142857143
2023-01-08,2430,0,2430,3178.71428571429
2023-01-09,4038,0,4038,3064
2023-01-10,3512,0,3512,2948.14285714286
2023-01-11,3094,0,3094,2842.42857142857
2023-01-12,2783,0,2783,2739.57142857143
2023-01-13,2433,0,2433,2592.85714285714
2023-01-14,1607,0,1607,2460.28571428571
2023-01-15,1710,0,1710,2348.57142857143
2023-01-16,3011,0,3011,2229.14285714286
2023-01-17,2584,0,2584,2125.85714285714
2023-01-18,2312,0,2312,2049.14285714286
2023-01-19,1947,0,1947,1981.85714285714
2023-01-20,1710,0,1710,1856
2023-01-21,1070,0,1070,1755
2023-01-22,1239,0,1239,1673.42857142857
2023-01-23,2130,0,2130,1620.71428571429
2023-01-24,1877,0,1877,1567.42857142857
2023-01-25,1741,1,1740,1537.28571428571
2023-01-26,1578,0,1578,1510.57142857143
2023-01-27,1337,0,1337,1436
2023-01-28,859,0,859,1411
2023-01-29,1052,0,1052,1373.71428571429
2023-01-30,1608,0,1608,1335.71428571429
2023-01-31,1702,0,1702,1303.14285714286
2023-02-01,1480,0,1480,1300
2023-02-02,1312,1,1311,1263.85714285714
2023-02-03,1109,0,1109,1188.57142857143
2023-02-04,837,0,837,1179.85714285714
2023-02-05,799,1,798,1158.14285714286
2023-02-06,1081,0,1081,1141.28571428571
2023-02-07,1641,0,1641,1138.57142857143
2023-02-08,1328,0,1328,1131.85714285714
2023-02-09,1194,1,1193,1147.85714285714
2023-02-10,1090,0,1090,1207.57142857143
2023-02-11,790,0,790,1159.71428571429
2023-02-12,911,0,911,1144.28571428571
2023-02-13,1499,0,1499,1134.14285714286
2023-02-14,1306,0,1306,1135.71428571429
2023-02-15,1220,0,1220,1140
2023-02-16,1123,0,1123,1161.14285714286
2023-02-17,1101,0,1101,1190.42857142857
2023-02-18,820,0,820,1211.14285714286
2023-02-19,1059,0,1059,1233.14285714286
2023-02-20,1704,0,1704,1254.71428571429
2023-02-21,1451,0,1451,1260.42857142857
2023-02-22,1374,0,1374,1269.57142857143
2023-02-23,1274,0,1274,1281
2023-02-24,1141,0,1141,1335.42857142857
2023-02-25,884,0,884,1399.28571428571
2023-02-26,1139,0,1139,1459.14285714286
2023-02-27,2085,0,2085,1528.14285714286
2023-02-28,1898,0,1898,1595.57142857143
2023-03-01,1793,0,1793,1617.28571428571
2023-03-02,1757,0,1757,1632.71428571429
2023-03-03,1613,0,1613,1640.42857142857
2023-03-04,1036,0,1036,1622.57142857143
2023-03-05,1247,0,1247,1626.42857142857
2023-03-06,2139,0,2139,1639
2023-03-07,1773,0,1773,1619.14285714286
2023-03-08,1820,0,1820,1639
2023-03-09,1845,0,1845,1644
2023-03-10,1474,0,1474,1648.57142857143
2023-03-11,1175,0,1175,1667.14285714286
2023-03-12,1282,0,1282,1659.28571428571
2023-03-13,2171,0,2171,1631
2023-03-14,1903,0,1903,1625.28571428571
2023-03-15,1765,0,1765,1602.57142857143
2023-03-16,1647,0,1647,1593.14285714286
2023-03-17,1434,0,1434,1589.28571428571
2023-03-18,1016,0,1016,1571.71428571429
2023-03-19,1216,0,1216,1572
2023-03-20,2144,0,2144,1564.42857142857
2023-03-21,1780,0,1780,1574.57142857143
2023-03-22,1767,0,1767,1584.14285714286
2023-03-23,1594,0,1594,1606.71428571429
2023-03-24,1505,0,1505,1642.14285714286
2023-03-25,1083,0,1083,1660.57142857143
2023-03-26,1374,0,1374,1668.71428571429
2023-03-27,2392,0,2392,1686.28571428571
2023-03-28,1909,0,1909,1697.28571428571
2023-03-29,1824,0,1824,1716
2023-03-30,1717,0,1717,1740.57142857143
2023-03-31,1582,0,1582,1750.14285714286
2023-04-01,1214,0,1214,1783.57142857143
2023-04-02,1546,0,1546,1812.42857142857
2023-04-03,2459,0,2459,1824.71428571429
2023-04-04,2143,0,2143,1762.71428571429
2023-04-05,2026,0,2026,1767.28571428571
2023-04-06,1803,0,1803,1733.14285714286
2023-04-07,1148,0,1148,1660.71428571429
2023-04-08,1246,0,1246,1783.85714285714
2023-04-09,1307,0,1307,1843.14285714286
2023-04-10,1952,0,1952,1906.71428571429
2023-04-11,3005,0,3005,2003.42857142857
2023-04-12,2441,0,2441,1999.85714285714
2023-04-13,2248,0,2248,2028.71428571429
2023-04-14,1825,0,1825,2142.85714285714
2023-04-15,1221,0,1221,2015.71428571429
2023-04-16,1509,0,1509,1961.42857142857
2023-04-17,2751,0,2751,1886.57142857143
2023-04-18,2115,0,2115,1838.85714285714
2023-04-19,2061,0,2061,1814.57142857143
2023-04-20,1724,0,1724,1767.14285714286
2023-04-21,1491,0,1491,1641.28571428571
2023-04-22,1051,0,1051,1551
2023-04-23,1177,0,1177,1553.57142857143
2023-04-24,1870,0,1870,1552.14285714286
2023-04-25,1483,0,1483,1570
2023-04-26,2079,0,2079,1558.42857142857
2023-04-27,1714,0,1714,1581.28571428571
2023-04-28,1616,0,1616,1641.85714285714
2023-04-29,970,0,970,1709.71428571429
2023-04-30,1337,0,1337,1683.57142857143
2023-05-01,2294,1,2293,1703.57142857143
2023-05-02,1958,0,1958,1701.14285714286
2023-05-03,1896,0,1896,1737
2023-05-04,1854,0,1854,1748.42857142857
2023-05-05,1599,0,1599,1768.57142857143
2023-05-06,1221,0,1221,1768
2023-05-07,1417,0,1417,1757.28571428571
2023-05-08,2435,0,2435,1733.71428571429
2023-05-09,1954,0,1954,1706.71428571429
2023-05-10,1821,0,1821,1678.14285714286
2023-05-11,1689,0,1689,1672.42857142857
2023-05-12,1410,0,1410,1673
2023-05-13,1021,0,1021,1705.42857142857
2023-05-14,1377,0,1377,1754
2023-05-15,2439,0,2439,1780.14285714286
2023-05-16,2181,0,2181,1831.71428571429
2023-05-17,2161,0,2161,1864.85714285714
2023-05-18,1872,0,1872,1892.14285714286
2023-05-19,1771,0,1771,1949.85714285714
2023-05-20,1253,0,1253,1988
2023-05-21,1568,0,1568,1998.85714285714
2023-05-22,2843,0,2843,2006.28571428571
2023-05-23,2448,0,2448,1992
2023-05-24,2237,0,2237,1979
2023-05-25,1924,0,1924,1983
2023-05-26,1671,0,1671,1960.57142857143
2023-05-27,1162,0,1162,1920.71428571429
2023-05-28,1596,0,1596,1888.57142857143
2023-05-29,2686,0,2686,1865.71428571429
2023-05-30,2169,0,2169,1835.42857142857
2023-05-31,2012,0,2012,1800.57142857143
2023-06-01,1764,0,1764,1713.57142857143
2023-06-02,1459,0,1459,1529.57142857143
2023-06-03,918,0,918,1518.71428571429
2023-06-04,987,0,987,1482.28571428571
2023-06-05,1398,0,1398,1444
2023-06-06,2093,0,2093,1418.42857142857
2023-06-07,1757,0,1757,1402.14285714286
2023-06-08,1496,0,1496,1410.42857142857
2023-06-09,1280,0,1280,1465.85714285714
2023-06-10,804,0,804,1381.14285714286
2023-06-11,1045,0,1045,1327
2023-06-12,1786,0,1786,1286.14285714286
2023-06-13,1500,0,1500,1247
2023-06-14,1378,0,1378,1230.57142857143
2023-06-15,1210,0,1210,1218.57142857143
2023-06-16,1006,0,1006,1183.42857142857
2023-06-17,689,0,689,1164.85714285714
2023-06-18,961,0,961,1144.57142857143
2023-06-19,1540,0,1540,1127.42857142857
2023-06-20,1370,0,1370,1126.85714285714
2023-06-21,1236,0,1236,1118.71428571429
2023-06-22,1090,0,1090,1099
2023-06-23,1002,0,1002,1077.85714285714
2023-06-24,632,0,632,1054.85714285714
2023-06-25,823,0,823,1022.28571428571
2023-06-26,1392,0,1392,1002.57142857143
2023-06-27,1209,0,1209,976.857142857143
2023-06-28,1008,0,1008,960.571428571429
2023-06-29,952,0,952,933.285714285714
2023-06-30,822,0,822,882.428571428571
2023-07-01,518,0,518,841.571428571429
2023-07-02,632,0,632,821.285714285714
2023-07-03,1036,0,1036,800
2023-07-04,923,0,923,782.714285714286
2023-07-05,866,0,866,774.428571428571
2023-07-06,803,0,803,772
2023-07-07,701,0,701,759.428571428571
2023-07-08,460,0,460,736.857142857143
2023-07-09,615,0,615,711
2023-07-10,948,0,948,680.142857142857
2023-07-11,765,0,765,633.285714285714
2023-07-12,685,0,685,626.714285714286
2023-07-13,587,0,587,615.285714285714
2023-07-14,373,0,373,603.285714285714
2023-07-15,414,0,414,586.285714285714
2023-07-16,535,0,535,572.428571428571
2023-07-17,864,0,864,566.571428571429
2023-07-18,646,0,646,570.714285714286
2023-07-19,588,0,588,557.285714285714
2023-07-20,546,0,546,535.714285714286
2023-07-21,402,0,402,508.571428571429
2023-07-22,320,0,320,503
2023-07-23,384,0,384,497.857142857143
2023-07-24,674,0,674,493.714285714286
2023-07-25,607,0,607,503
2023-07-26,552,0,552,507
2023-07-27,517,0,517,516
2023-07-28,467,0,467,541.142857142857
2023-07-29,348,0,348,572.142857142857
2023-07-30,447,0,447,597
2023-07-31,850,0,850,614.285714285714
2023-08-01,824,0,824,637.142857142857
2023-08-02,726,0,726,646.857142857143
2023-08-03,638,0,638,660.285714285714
2023-08-04,627,0,627,681.142857142857
2023-08-05,416,0,416,693.285714285714
2023-08-06,541,0,541,718.714285714286
2023-08-07,996,0,996,734.428571428571
2023-08-08,909,0,909,738.285714285714
2023-08-09,904,0,904,747.285714285714
2023-08-10,748,0,748,765
2023-08-11,654,0,654,791.428571428571
2023-08-12,479,0,479,743.714285714286
2023-08-13,665,0,665,689.714285714286
2023-08-14,1181,0,1181,650.285714285714
2023-08-15,575,0,575,618.142857142857
2023-08-16,526,0,526,597.285714285714
2023-08-17,472,0,472,562.857142857143
2023-08-18,429,0,429,500.571428571429
2023-08-19,333,0,333,508.571428571429
2023-08-20,424,0,424,506.285714285714
2023-08-21,745,0,745,504.857142857143
2023-08-22,631,0,631,503
2023-08-23,510,0,510,503.714285714286
2023-08-24,462,0,462,497.857142857143
2023-08-25,416,0,416,484.857142857143
2023-08-26,338,0,338,477.428571428571
2023-08-27,383,0,383,486.857142857143
2023-08-28,654,0,654,497.142857142857
2023-08-29,579,0,579,506.285714285714
2023-08-30,576,0,576,514.142857142857
2023-08-31,534,0,534,518
2023-09-01,480,0,480,516.285714285714
2023-09-02,393,0,393,512.142857142857
2023-09-03,410,0,410,502.714285714286
2023-09-04,642,0,642,503.285714285714
2023-09-05,550,0,550,495.714285714286
2023-09-06,510,0,510,490.857142857143
2023-09-07,538,0,538,496.571428571429
2023-09-08,427,0,427,492.285714285714
2023-09-09,359,0,359,479.428571428571
2023-09-10,450,0,450,472.285714285714
2023-09-11,612,0,612,461
2023-09-12,460,0,460,459
2023-09-13,460,0,460,450.714285714286
2023-09-14,459,0,459,438.857142857143
2023-09-15,413,0,413,435.857142857143
2023-09-16,301,0,301,435
2023-09-17,367,0,367,438.285714285714
2023-09-18,591,0,591,433.428571428571
2023-09-19,454,0,454,432.428571428571
2023-09-20,483,0,483,432.857142857143
2023-09-21,425,0,425,427.428571428571
2023-09-22,406,0,406,412
2023-09-23,304,0,304,416.428571428571
2023-09-24,329,0,329,404.285714285714
2023-09-25,483,0,483,405
2023-09-26,485,0,485,406.857142857143
2023-09-27,398,0,398,409.142857142857
2023-09-28,430,0,430,422.285714285714
2023-09-29,419,0,419,444.714285714286
2023-09-30,320,0,320,455.571428571429
2023-10-01,421,0,421,482.857142857143
2023-10-02,640,0,640,494.571428571429
2023-10-03,561,0,561,505.571428571429
2023-10-04,589,0,589,515
2023-10-05,512,0,512,511.142857142857
2023-10-06,496,0,496,520.142857142857
2023-10-07,386,0,386,528.285714285714
2023-10-08,394,0,394,532.571428571429
2023-10-09,703,0,703,541
2023-10-10,618,0,618,537.428571428571
2023-10-11,619,0,619,542
2023-10-12,571,0,571,543.571428571429
2023-10-13,471,0,471,545.142857142857
2023-10-14,418,0,418,558.142857142857
2023-10-15,405,0,405,566.571428571429
2023-10-16,714,0,714,569.857142857143
2023-10-17,709,0,709,577.571428571429
2023-10-18,678,0,678,572.714285714286
2023-10-19,594,0,594,575.142857142857
2023-10-20,525,0,525,552.428571428571
2023-10-21,384,0,384,572.571428571429
2023-10-22,422,0,422,578
2023-10-23,555,0,555,598.571428571429
2023-10-24,850,0,850,592.714285714286
2023-10-25,716,0,716,NA
2023-10-26,738,0,738,NA
2023-10-27,484,0,484,NA
