"date","total_daily_copies","nPopInCatchment","nGenomeCopies","wwDataIsValid"
2023-05-24,5133238633139,2393487,2144669.52740458,TRUE
2023-05-25,2186928811000,626700,3489594.40082974,TRUE
2023-05-26,3167130600,5800,546057,TRUE
2023-05-29,9114107760400,2674900,3407270.46259673,TRUE
2023-05-30,3689055686240,888720,4150976.33252318,TRUE
2023-05-31,11063445981852,3912097,2828009.11681178,TRUE
2023-06-01,2070210245500,630800,3281880.54137603,TRUE
2023-06-05,8183749371200,2388500,3426313.32267113,TRUE
2023-06-06,4071693898100,1342400,3033145.03732122,TRUE
2023-06-07,7979423126632,3764887,2119432.30344815,TRUE
2023-06-08,1858484172340,768010,2419869.75734691,TRUE
2023-06-09,33758697000,5800,5820465,TRUE
